ID_cliente,Contrato,Facturacion_electronica,Metodo_pago,Cargos_mensuales,Cargos_totales,Abandono
9909-DFRJA,Un año,Sí,Transferencia bancaria (automática),95.85,2475.35,No
8434-PNQZX,Dos años,Sí,Tarjeta de crédito (automática),78.45,3373.4,No
9099-FTUHS,Mes a mes,No,Cheque electrónico,54.4,1249.25,No
0581-BXBUB,Mes a mes,No,Cheque electrónico,72.75,317.75,No
4962-CHQPW,Un año,No,Cheque por correo,19.85,535.05,No
9467-ROOLM,Mes a mes,No,Cheque por correo,19.05,461.3,No
3030-YZADT,Mes a mes,No,Cheque por correo,44.95,431.0,Sí
7410-KTVFV,Mes a mes,Sí,Cheque por correo,49.55,878.35,Sí
5150-ITWWB,Mes a mes,Sí,Cheque electrónico,94.85,335.75,No
2253-KPMNB,Dos años,No,Transferencia bancaria (automática),46.25,3121.4,No
1345-ZUKID,Un año,No,Cheque por correo,19.35,324.8,No
6429-SHBCB,Mes a mes,No,Cheque por correo,69.6,1394.55,No
9281-OFDMF,Mes a mes,No,Cheque electrónico,90.7,3413.25,No
2603-HVKCG,Mes a mes,Sí,Cheque electrónico,101.4,3143.65,No
1834-WULEG,Un año,No,Cheque por correo,20.25,439.75,No
9097-ZUBYC,Mes a mes,No,Transferencia bancaria (automática),48.8,664.4,No
5148-ORICT,Dos años,Sí,Cheque por correo,74.35,4759.55,No
4893-GYUJU,Un año,Sí,Cheque por correo,19.35,1033.0,No
4578-PHJYZ,Un año,Sí,Cheque electrónico,68.75,3482.85,No
7272-QDCKA,Un año,No,Cheque electrónico,100.2,2688.45,No
8908-SLFCJ,Dos años,Sí,Tarjeta de crédito (automática),20.85,435.25,No
8393-DLHGA,Mes a mes,Sí,Cheque electrónico,95.9,2448.75,Sí
9766-HGEDE,Un año,No,Cheque por correo,19.35,307.0,No
6968-MHOMU,Un año,Sí,Tarjeta de crédito (automática),45.0,2689.35,No
7395-IGJOS,Mes a mes,No,Transferencia bancaria (automática),81.5,1329.2,Sí
5044-XDPYX,Dos años,No,Cheque por correo,25.5,1281.25,No
1814-WFGVS,Dos años,No,Cheque por correo,48.9,3527.0,No
2834-SPCJV,Mes a mes,No,Cheque electrónico,84.1,4348.65,Sí
3192-LNKRK,Mes a mes,Sí,Cheque por correo,84.05,2909.95,No
3721-WKIIL,Dos años,Sí,Cheque por correo,19.6,561.15,No
6734-CKRSM,Mes a mes,No,Cheque por correo,20.0,63.6,No
1265-ZFOSD,Dos años,Sí,Cheque por correo,81.3,5129.3,No
2058-DCJBE,Mes a mes,Sí,Cheque electrónico,69.75,324.6,Sí
6568-POCUI,Dos años,Sí,Tarjeta de crédito (automática),95.2,4285.8,No
7890-VYYWG,Mes a mes,Sí,Cheque por correo,36.45,93.7,Sí
5197-LQXXH,Dos años,Sí,Tarjeta de crédito (automática),83.3,5894.5,No
9907-SWKKF,Mes a mes,No,Cheque por correo,25.05,25.05,Sí
3457-PQBYH,Dos años,No,Tarjeta de crédito (automática),20.3,1160.75,No
7682-AZNDK,Mes a mes,Sí,Cheque electrónico,89.85,3091.75,No
0587-DMGBH,Mes a mes,Sí,Cheque electrónico,49.85,365.55,Sí
5384-ZTTWP,Mes a mes,No,Cheque por correo,19.8,272.95,No
3745-HRPHI,Dos años,No,Transferencia bancaria (automática),54.65,3632.0,No
7636-OWBPG,Mes a mes,Sí,Tarjeta de crédito (automática),29.35,381.2,No
1231-YNDEK,Dos años,Sí,Transferencia bancaria (automática),19.15,1035.5,No
1407-DIGZV,Dos años,No,Cheque por correo,19.1,52.0,No
6397-JNZZG,Mes a mes,No,Tarjeta de crédito (automática),55.55,2342.2,Sí
0570-BFQHT,Mes a mes,No,Cheque electrónico,80.55,653.9,No
4393-OBCRR,Un año,No,Cheque por correo,20.25,71.2,No
3523-QRQLL,Un año,Sí,Transferencia bancaria (automática),69.5,1498.2,Sí
8564-LDKFL,Un año,Sí,Transferencia bancaria (automática),106.0,4178.65,No
3696-DFHHB,Dos años,No,Transferencia bancaria (automática),25.5,1821.8,No
0895-DQHEW,Mes a mes,Sí,Cheque electrónico,104.3,5278.15,Sí
4717-GHADL,Dos años,Sí,Cheque por correo,79.6,4024.2,No
5501-TVMGM,Mes a mes,Sí,Cheque electrónico,55.25,55.25,No
5879-HMFFH,Dos años,No,Transferencia bancaria (automática),88.05,6520.8,No
6772-WFQRD,Un año,Sí,Transferencia bancaria (automática),20.4,854.9,No
3810-DVDQQ,Dos años,Sí,Transferencia bancaria (automática),117.6,8308.9,No
6972-SNKKW,Mes a mes,No,Cheque por correo,20.0,109.2,No
3694-GLTJM,Mes a mes,Sí,Tarjeta de crédito (automática),19.65,92.05,No
8550-XSXUQ,Un año,Sí,Tarjeta de crédito (automática),70.55,3420.5,No
8149-RSOUN,Mes a mes,Sí,Cheque electrónico,93.85,93.85,Sí
9055-MOJJJ,Un año,No,Cheque por correo,65.8,4068.0,No
4359-INNWN,Un año,No,Tarjeta de crédito (automática),20.05,337.9,No
0585-EGDDA,Mes a mes,Sí,Cheque electrónico,80.0,3168.75,No
4032-RMHCI,Un año,No,Tarjeta de crédito (automática),35.4,1412.4,No
0549-CYCQN,Un año,Sí,Transferencia bancaria (automática),79.6,3974.7,No
3481-JHUZH,Mes a mes,Sí,Cheque electrónico,80.25,3439.0,No
7250-EQKIY,Mes a mes,No,Cheque por correo,50.45,50.45,Sí
3594-IVHJZ,Mes a mes,Sí,Cheque por correo,20.45,42.45,No
6869-FGJJC,Un año,No,Tarjeta de crédito (automática),79.6,5461.45,No
3896-ZVNET,Dos años,No,Cheque por correo,24.7,571.75,No
8205-VSLRB,Dos años,No,Tarjeta de crédito (automática),77.3,5498.2,No
5960-MVTUK,Mes a mes,Sí,Cheque electrónico,29.75,96.85,No
6817-WTYHE,Mes a mes,No,Transferencia bancaria (automática),44.9,111.05,No
3082-VQXNH,Mes a mes,No,Tarjeta de crédito (automática),29.8,94.4,No
4013-UBXWQ,Mes a mes,Sí,Cheque electrónico,74.65,521.1,Sí
4931-TRZWN,Mes a mes,Sí,Cheque electrónico,71.95,923.85,No
0750-EKNGL,Mes a mes,No,Cheque por correo,20.75,141.1,No
7669-LCRSD,Mes a mes,Sí,Cheque por correo,56.3,628.65,No
3567-PQTSO,Un año,Sí,Cheque electrónico,105.25,5576.3,No
5519-NPHVG,Mes a mes,Sí,Cheque electrónico,94.2,1046.1,Sí
8043-PNYSD,Dos años,No,Cheque por correo,19.55,1245.6,No
9938-EKRGF,Mes a mes,No,Cheque por correo,84.45,1287.85,No
2703-AMTUL,Un año,No,Cheque por correo,53.65,1939.35,No
0928-JMXNP,Mes a mes,Sí,Cheque electrónico,29.9,118.25,No
8173-RXAYP,Dos años,No,Cheque por correo,19.7,452.55,No
4825-XJGDM,Un año,No,Tarjeta de crédito (automática),43.7,2696.55,No
5402-HTOTQ,Mes a mes,No,Cheque electrónico,55.3,875.35,No
6734-JDTTV,Dos años,Sí,Tarjeta de crédito (automática),19.85,1267.05,No
7850-THJMU,Dos años,No,Tarjeta de crédito (automática),19.65,494.9,No
3890-RTCMS,Mes a mes,Sí,Cheque por correo,49.45,799.0,No
8849-GYOKR,Un año,No,Transferencia bancaria (automática),106.55,5763.3,Sí
3148-BLQJT,Mes a mes,No,Cheque por correo,20.1,20.1,Sí
3717-FDJFU,Dos años,No,Cheque por correo,20.45,106.9,No
3665-JATSN,Mes a mes,Sí,Cheque electrónico,39.7,710.05,No
0016-QLJIS,Dos años,Sí,Cheque por correo,90.45,5957.9,No
7966-YOTQW,Mes a mes,Sí,Tarjeta de crédito (automática),54.5,568.2,No
0461-CVKMU,Mes a mes,No,Cheque electrónico,83.8,1900.25,Sí
8806-EAGWC,Mes a mes,No,Cheque por correo,55.15,159.15,Sí
8853-TZDGH,Dos años,Sí,Transferencia bancaria (automática),111.6,8012.75,No
7779-LGOVN,Mes a mes,Sí,Cheque electrónico,86.65,856.65,Sí
4324-BZCKL,Mes a mes,Sí,Cheque por correo,55.55,551.3,No
6924-TDGMT,Un año,Sí,Cheque por correo,20.55,184.95,No
9710-ZUSHQ,Mes a mes,Sí,Transferencia bancaria (automática),106.75,4056.75,Sí
1536-YHDOE,Un año,Sí,Cheque por correo,62.1,1096.65,No
8123-QBNAZ,Mes a mes,Sí,Tarjeta de crédito (automática),104.5,3684.95,No
0562-KBDVM,Dos años,Sí,Transferencia bancaria (automática),44.6,3058.15,No
3629-ZNKXA,Mes a mes,Sí,Cheque electrónico,101.8,1752.45,No
4827-LTQRJ,Un año,Sí,Tarjeta de crédito (automática),110.6,7210.85,No
7711-YIJWC,Un año,No,Transferencia bancaria (automática),84.9,5264.5,No
5482-VXSXJ,Mes a mes,Sí,Cheque por correo,93.2,2157.3,No
7365-BVCJH,Mes a mes,Sí,Cheque electrónico,24.4,24.4,No
9620-ENEJV,Mes a mes,No,Tarjeta de crédito (automática),70.55,433.95,No
4183-WCSEP,Mes a mes,Sí,Cheque electrónico,78.45,2435.15,Sí
2378-YIZKA,Dos años,Sí,Tarjeta de crédito (automática),85.0,5607.75,No
5498-TXHLF,Mes a mes,No,Cheque electrónico,87.45,2874.15,Sí
0689-DSXGL,Mes a mes,No,Transferencia bancaria (automática),85.8,4433.3,No
6818-DJXAA,Mes a mes,Sí,Cheque electrónico,91.1,964.35,No
9722-UJOJR,Mes a mes,Sí,Cheque electrónico,70.75,1974.8,Sí
0464-WJTKO,Dos años,No,Transferencia bancaria (automática),20.1,1460.85,No
8902-ZEOVF,Un año,No,Cheque por correo,20.05,951.55,No
6778-EICRF,Un año,No,Cheque por correo,74.8,1821.2,No
2662-NNTDK,Un año,No,Tarjeta de crédito (automática),24.8,1600.95,No
4132-KALRO,Mes a mes,Sí,Cheque por correo,100.85,399.25,No
3902-FOIGH,Mes a mes,Sí,Cheque electrónico,101.35,1218.55,Sí
6772-KSATR,Mes a mes,Sí,Cheque electrónico,81.7,81.7,Sí
7112-OPOTK,Mes a mes,No,Cheque electrónico,68.25,2171.15,Sí
2874-YXVVA,Mes a mes,Sí,Cheque electrónico,105.1,3634.8,No
1245-HARPS,Dos años,No,Cheque por correo,20.4,292.4,No
4210-QFJMF,Mes a mes,Sí,Cheque electrónico,79.15,317.25,Sí
4323-ELYYB,Un año,No,Cheque por correo,20.0,218.55,No
4293-ETKAP,Dos años,Sí,Transferencia bancaria (automática),79.4,5071.9,No
6064-PUPMC,Un año,No,Tarjeta de crédito (automática),57.2,1423.35,No
6504-VBLFL,Dos años,No,Cheque electrónico,58.6,3068.6,No
6322-PJJDJ,Dos años,Sí,Cheque electrónico,94.8,4690.65,No
0330-BGYZE,Un año,No,Transferencia bancaria (automática),102.5,6157.6,No
1085-LDWAM,Un año,Sí,Tarjeta de crédito (automática),20.35,1442.65,No
7586-ZATGZ,Mes a mes,Sí,Cheque electrónico,84.9,3369.05,No
7197-VOJMM,Dos años,Sí,Tarjeta de crédito (automática),69.2,4671.65,No
3318-OSATS,Mes a mes,Sí,Cheque electrónico,95.45,3474.05,Sí
5828-AVIPD,Un año,Sí,Cheque electrónico,100.95,1875.55,Sí
1843-TLSGD,Dos años,No,Cheque por correo,20.85,272.35,No
9626-VFRGG,Mes a mes,Sí,Transferencia bancaria (automática),88.5,3645.05,No
7075-BNDVQ,Mes a mes,No,Cheque por correo,35.0,135.75,No
9143-CANJF,Mes a mes,No,Cheque electrónico,55.15,1319.85,No
7284-BUYEC,Mes a mes,Sí,Tarjeta de crédito (automática),50.95,229.4,No
2041-JIJCI,Mes a mes,Sí,Cheque electrónico,64.0,370.25,No
1086-LXKFY,Mes a mes,Sí,Cheque por correo,69.1,69.1,Sí
4900-MSOMT,Dos años,No,Transferencia bancaria (automática),80.2,5714.2,No
2229-VWQJH,Mes a mes,Sí,Tarjeta de crédito (automática),49.3,1233.25,No
9194-GFVOI,Dos años,No,Tarjeta de crédito (automática),84.35,3571.6,No
1336-EZFZY,Mes a mes,No,Cheque por correo,20.05,83.3,No
4282-MSACW,Un año,Sí,Tarjeta de crédito (automática),117.2,8035.95,No
1403-LKLIK,Un año,No,Cheque por correo,20.1,579.4,No
2636-ALXXZ,Mes a mes,Sí,Cheque electrónico,69.6,69.6,Sí
7774-OJSXI,Un año,Sí,Cheque electrónico,103.45,3066.45,Sí
7786-WBJYI,Mes a mes,No,Transferencia bancaria (automática),77.95,305.55,Sí
0136-IFMYD,Dos años,Sí,Cheque electrónico,109.95,7634.25,No
5144-TVGLP,Mes a mes,No,Cheque electrónico,94.75,3653.0,No
9643-AVVWI,Mes a mes,Sí,Cheque electrónico,80.0,241.3,No
0253-ZTEOB,Dos años,No,Cheque electrónico,79.65,3870.3,No
2706-QZIHY,Dos años,No,Cheque por correo,25.2,387.9,No
6061-PQHMK,Un año,No,Tarjeta de crédito (automática),19.9,527.5,No
9885-CSMWE,Mes a mes,No,Cheque electrónico,78.45,78.45,Sí
6137-MFAJN,Mes a mes,Sí,Cheque electrónico,44.8,2104.55,No
9122-UMROB,Mes a mes,No,Cheque por correo,20.3,20.3,No
4232-JGKIY,Mes a mes,No,Cheque electrónico,19.2,19.2,No
2402-TAIRZ,Un año,No,Cheque electrónico,80.05,3019.1,No
9659-ZTWSM,Un año,Sí,Transferencia bancaria (automática),107.35,7051.95,No
9139-TWBAS,Un año,No,Transferencia bancaria (automática),47.85,1190.5,No
6685-GBWJZ,Un año,No,Tarjeta de crédito (automática),70.8,4448.8,No
5016-ETTFF,Mes a mes,No,Cheque por correo,29.5,255.25,Sí
3866-MDTUB,Mes a mes,Sí,Cheque electrónico,70.75,146.9,Sí
2195-VVRJF,Mes a mes,Sí,Tarjeta de crédito (automática),59.1,1011.05,No
3913-RDSJZ,Dos años,No,Cheque por correo,25.55,1714.95,No
8058-JMEQO,Mes a mes,Sí,Cheque electrónico,84.45,762.5,Sí
4203-QGNZA,Mes a mes,No,Cheque por correo,20.25,535.35,No
5043-TRZWM,Mes a mes,No,Cheque electrónico,75.55,75.55,No
0697-ZMSWS,Mes a mes,Sí,Cheque electrónico,85.65,338.9,Sí
7657-DYEPJ,Un año,Sí,Tarjeta de crédito (automática),70.15,2497.35,Sí
9494-BDNNC,Un año,No,Cheque electrónico,95.3,6273.4,No
1640-PLFMP,Mes a mes,Sí,Cheque electrónico,70.25,70.25,No
5366-OBVMR,Mes a mes,Sí,Cheque por correo,50.3,908.75,No
8276-MQBYC,Mes a mes,Sí,Cheque electrónico,97.8,4913.3,Sí
1074-AMIOH,Mes a mes,Sí,Transferencia bancaria (automática),108.25,5935.1,No
7644-OMVMY,Dos años,No,Cheque por correo,19.85,,No
7593-XFKDI,Mes a mes,No,Cheque por correo,46.3,46.3,Sí
4573-JKNAE,Dos años,No,Transferencia bancaria (automática),19.35,212.3,No
0337-CNPZE,Mes a mes,Sí,Cheque electrónico,106.3,4443.45,Sí
9817-APLHW,Mes a mes,No,Cheque electrónico,25.0,316.2,No
8380-MQINP,Dos años,No,Cheque por correo,20.3,1079.05,No
0840-DFEZH,Mes a mes,Sí,Cheque electrónico,75.35,564.65,No
1513-XNPPH,Mes a mes,Sí,Cheque electrónico,89.4,1095.65,Sí
8690-ZVLCL,Dos años,No,Tarjeta de crédito (automática),88.0,6161.9,No
6015-VVHHE,Mes a mes,Sí,Tarjeta de crédito (automática),83.15,446.05,Sí
1125-SNVCK,Mes a mes,No,Cheque por correo,43.8,2106.05,No
0384-LPITE,Un año,No,Tarjeta de crédito (automática),62.05,2511.55,No
4616-EWBNJ,Un año,No,Transferencia bancaria (automática),20.1,318.6,No
6347-DCUIK,Mes a mes,Sí,Cheque por correo,74.15,811.8,Sí
1335-HQMKX,Un año,Sí,Cheque electrónico,101.35,7323.15,No
2545-EBUPK,Mes a mes,Sí,Cheque electrónico,84.05,186.05,No
6923-AQONU,Dos años,No,Cheque por correo,20.9,454.0,No
2172-EJXVF,Un año,Sí,Cheque electrónico,105.9,7521.95,No
0897-FEGMU,Mes a mes,Sí,Cheque electrónico,99.5,1056.95,Sí
7663-RGWBC,Mes a mes,Sí,Cheque por correo,44.15,44.15,Sí
7130-VTEWQ,Mes a mes,Sí,Cheque electrónico,75.75,606.25,Sí
1120-BMWUB,Mes a mes,Sí,Cheque por correo,53.9,834.15,Sí
9124-LHCJQ,Mes a mes,Sí,Cheque por correo,85.45,85.45,Sí
4536-PLEQY,Mes a mes,Sí,Tarjeta de crédito (automática),85.05,999.8,No
7029-IJEJK,Un año,No,Transferencia bancaria (automática),44.1,2369.7,No
8871-JLMHM,Dos años,No,Tarjeta de crédito (automática),90.2,6297.65,No
2235-ZGKPT,Mes a mes,No,Cheque por correo,50.85,239.55,Sí
3891-PUQOD,Mes a mes,No,Cheque electrónico,59.2,59.2,Sí
5447-VYTKW,Mes a mes,No,Cheque por correo,53.45,1461.45,No
3623-FQBOX,Mes a mes,Sí,Cheque por correo,19.95,416.4,No
0689-NKYLF,Mes a mes,Sí,Cheque electrónico,83.2,1060.6,Sí
8659-HDIYE,Mes a mes,No,Tarjeta de crédito (automática),74.65,4869.35,No
3658-KIBGF,Mes a mes,Sí,Cheque electrónico,54.9,54.9,Sí
3474-BAFSJ,Dos años,Sí,Transferencia bancaria (automática),57.5,3265.95,No
5519-YLDGW,Mes a mes,Sí,Cheque electrónico,103.9,2254.2,Sí
3865-ZFZIB,Dos años,No,Cheque por correo,19.65,358.15,No
1855-AGAWH,Un año,Sí,Cheque electrónico,93.8,2939.8,No
7109-CQYUZ,Dos años,Sí,Cheque por correo,89.25,4652.4,No
1370-GGAWX,Un año,Sí,Cheque electrónico,94.15,4408.45,No
4680-KUTAJ,Mes a mes,Sí,Cheque electrónico,55.6,580.8,No
5307-UVGNB,Mes a mes,Sí,Transferencia bancaria (automática),48.7,2495.2,No
4946-EDSEW,Mes a mes,Sí,Cheque por correo,19.25,180.3,Sí
2883-ILGWO,Mes a mes,Sí,Transferencia bancaria (automática),104.9,5913.95,No
2516-VQRRV,Mes a mes,Sí,Cheque por correo,75.45,158.4,Sí
7580-UGXNC,Mes a mes,No,Cheque por correo,54.85,104.2,Sí
3642-BYHDO,Dos años,No,Transferencia bancaria (automática),19.9,1389.35,No
9629-NHXFW,Mes a mes,Sí,Cheque por correo,19.4,19.4,No
2696-RZVZW,Dos años,No,Tarjeta de crédito (automática),25.05,1629.2,No
5766-FTRTS,Dos años,No,Cheque por correo,84.45,6033.1,No
0396-HUJBP,Mes a mes,No,Cheque por correo,19.3,44.4,No
5178-LMXOP,Mes a mes,Sí,Cheque electrónico,95.1,95.1,Sí
8879-ZKJOF,Un año,Sí,Transferencia bancaria (automática),79.85,3320.75,No
6285-FTQBF,Dos años,No,Tarjeta de crédito (automática),25.55,1867.7,No
8185-UPYBR,Mes a mes,Sí,Cheque electrónico,75.5,438.0,Sí
4585-HETAI,Mes a mes,Sí,Cheque electrónico,73.75,325.45,Sí
5038-ETMLM,Dos años,Sí,Transferencia bancaria (automática),113.65,8182.75,No
7526-BEZQB,Mes a mes,Sí,Cheque electrónico,96.05,1148.1,Sí
1474-JUWSM,Un año,Sí,Cheque electrónico,68.4,3972.25,No
3530-CRZSB,Mes a mes,No,Cheque por correo,20.65,155.9,No
8498-XXGWA,Mes a mes,Sí,Cheque por correo,55.15,3673.15,No
9617-INGJY,Mes a mes,Sí,Cheque por correo,70.6,70.6,No
0621-TSSMU,Un año,No,Tarjeta de crédito (automática),19.95,1126.75,No
7234-KMNRQ,Mes a mes,No,Cheque por correo,19.0,73.45,No
7636-PEPNS,Un año,Sí,Cheque por correo,44.1,2413.05,No
4683-WYDOU,Dos años,Sí,Transferencia bancaria (automática),107.6,6912.7,No
9052-DHNKM,Un año,No,Cheque electrónico,61.55,1581.95,No
6794-HKIAJ,Mes a mes,No,Transferencia bancaria (automática),90.7,5586.45,No
5578-NKCXI,Un año,No,Tarjeta de crédito (automática),99.25,5846.65,No
2070-FNEXE,Mes a mes,No,Transferencia bancaria (automática),76.45,503.6,Sí
1642-HMARX,Dos años,Sí,Cheque electrónico,91.7,6424.7,No
3096-WPXBT,Un año,Sí,Tarjeta de crédito (automática),100.7,6018.65,No
8434-PNQZX,Dos años,Sí,Tarjeta de crédito (automática),78.45,3373.4,No
5950-AAAGJ,Mes a mes,No,Transferencia bancaria (automática),84.3,1537.9,No
4299-OPXEJ,Dos años,Sí,Transferencia bancaria (automática),19.55,1080.55,No
4951-UKAAQ,Mes a mes,Sí,Cheque electrónico,88.95,355.2,Sí
9618-LFJRU,Mes a mes,No,Tarjeta de crédito (automática),20.45,82.85,No
6693-DJWTY,Un año,No,Tarjeta de crédito (automática),55.6,2016.45,No
0744-GKNGE,Mes a mes,Sí,Transferencia bancaria (automática),86.8,5327.25,No
6447-EGDIV,Un año,No,Cheque por correo,20.95,683.25,No
1167-OYZJF,Dos años,Sí,Transferencia bancaria (automática),20.05,1263.05,No
2108-YKQTY,Mes a mes,No,Tarjeta de crédito (automática),50.7,151.3,Sí
4806-DXQCE,Dos años,Sí,Cheque electrónico,113.65,7714.65,No
4918-QLLIW,Mes a mes,No,Tarjeta de crédito (automática),53.4,188.7,Sí
7056-IMHCC,Mes a mes,Sí,Cheque electrónico,101.9,5549.4,Sí
4854-SSLTN,Dos años,No,Cheque por correo,59.5,130.5,No
5294-DMSFH,Mes a mes,Sí,Tarjeta de crédito (automática),87.8,2621.75,No
4837-PZTIC,Dos años,No,Cheque por correo,41.9,1875.25,No
1625-JAIIY,Un año,Sí,Cheque electrónico,83.0,5685.8,Sí
0603-OLQDC,Mes a mes,Sí,Cheque por correo,69.85,837.5,No
3272-VUHPV,Mes a mes,No,Transferencia bancaria (automática),56.3,401.5,No
4176-FXYBO,Mes a mes,No,Cheque electrónico,109.55,6118.95,No
1063-DHQJF,Dos años,Sí,Cheque por correo,92.15,6480.9,No
8663-UPDGF,Mes a mes,Sí,Transferencia bancaria (automática),69.5,1800.05,No
6719-FGEDO,Dos años,Sí,Transferencia bancaria (automática),97.0,7104.2,No
1837-YQUCE,Dos años,Sí,Transferencia bancaria (automática),58.35,4214.25,No
2947-DOMLJ,Mes a mes,No,Cheque por correo,50.6,50.6,Sí
4112-LUEIZ,Mes a mes,Sí,Cheque electrónico,89.5,863.1,Sí
0369-ZGOVK,Un año,Sí,Transferencia bancaria (automática),70.4,1992.2,No
4510-HIMLV,Mes a mes,Sí,Cheque electrónico,69.8,69.8,Sí
1173-NOEYG,Mes a mes,No,Transferencia bancaria (automática),90.15,2423.4,No
9919-KNPOO,Mes a mes,Sí,Cheque electrónico,94.3,1948.35,No
8749-JMNKX,Mes a mes,Sí,Transferencia bancaria (automática),93.8,4750.95,Sí
7872-BAAZR,Un año,No,Transferencia bancaria (automática),19.55,1007.9,No
9391-LMANN,Un año,No,Cheque electrónico,95.95,5036.9,No
2430-USGXP,Mes a mes,Sí,Cheque electrónico,101.05,2391.8,Sí
8174-TBVCF,Dos años,Sí,Tarjeta de crédito (automática),94.8,6859.05,No
1698-XFZCI,Un año,Sí,Cheque electrónico,107.75,6521.9,No
1877-HKBQX,Un año,Sí,Cheque por correo,54.6,617.85,No
4450-DLLMH,Mes a mes,Sí,Tarjeta de crédito (automática),71.3,157.75,No
0428-AXXLJ,Un año,Sí,Transferencia bancaria (automática),19.5,516.3,No
2746-DIJLO,Un año,Sí,Tarjeta de crédito (automática),56.3,2364.0,No
5955-ERIHD,Mes a mes,Sí,Cheque electrónico,94.7,1687.95,Sí
0917-EZOLA,Dos años,Sí,Transferencia bancaria (automática),104.15,7689.95,Sí
3508-VLHCZ,Dos años,Sí,Tarjeta de crédito (automática),90.55,6239.05,No
5832-EXGTT,Mes a mes,Sí,Cheque por correo,60.2,1834.15,No
4086-ATNFV,Un año,Sí,Cheque por correo,60.8,2042.05,No
0468-YRPXN,Mes a mes,Sí,Tarjeta de crédito (automática),98.8,2807.1,No
5996-NRVXR,Un año,Sí,Tarjeta de crédito (automática),98.15,4116.8,No
3739-YBWAB,Un año,No,Cheque por correo,35.35,1317.95,No
7047-FWEYA,Un año,Sí,Cheque electrónico,103.15,4594.65,No
2000-MPKCA,Un año,Sí,Cheque electrónico,107.75,6332.75,No
9762-YAQAA,Un año,No,Tarjeta de crédito (automática),81.4,3213.75,No
5949-EBSQK,Mes a mes,No,Tarjeta de crédito (automática),61.45,229.55,Sí
5473-KHBPS,Un año,Sí,Tarjeta de crédito (automática),95.7,4976.15,No
0100-DUVFC,Un año,Sí,Cheque electrónico,104.8,7308.95,No
5397-TUPSH,Un año,Sí,Transferencia bancaria (automática),70.95,4555.2,No
8950-MTZNV,Mes a mes,Sí,Cheque por correo,44.95,44.95,No
0326-VDYXE,Un año,Sí,Cheque electrónico,97.65,6982.5,No
6773-LQTVT,Mes a mes,Sí,Cheque por correo,35.65,1025.15,No
7274-RTAPZ,Mes a mes,Sí,Cheque electrónico,90.55,90.55,Sí
0436-TWFFZ,Dos años,Sí,Cheque por correo,85.25,5714.2,No
8566-YPRGL,Mes a mes,Sí,Cheque por correo,19.5,19.5,No
0311-UNPFF,Mes a mes,Sí,Transferencia bancaria (automática),88.8,2274.35,Sí
6609-MXJHJ,Dos años,Sí,Cheque por correo,25.1,789.55,No
2669-OIDSD,Mes a mes,Sí,Tarjeta de crédito (automática),100.05,4834.0,No
8400-WZICQ,Mes a mes,No,Cheque electrónico,55.7,3131.8,No
3834-XUIFC,Mes a mes,Sí,Cheque por correo,85.2,602.55,Sí
9576-SYUHJ,Mes a mes,Sí,Cheque electrónico,91.15,3369.25,No
0410-IPFTY,Mes a mes,Sí,Transferencia bancaria (automática),83.85,2674.15,No
2831-EBWRN,Mes a mes,Sí,Cheque electrónico,45.9,199.75,No
9430-NKQLY,Dos años,Sí,Tarjeta de crédito (automática),25.1,1790.8,No
8414-MYSHR,Mes a mes,Sí,Cheque electrónico,91.4,449.75,Sí
0247-SLUJI,Mes a mes,No,Cheque por correo,19.7,19.7,No
9402-ORRAH,Mes a mes,Sí,Cheque electrónico,91.5,1400.3,No
6483-OATDN,Mes a mes,Sí,Tarjeta de crédito (automática),51.3,411.6,No
1293-HHSHJ,Un año,No,Cheque por correo,21.1,741.0,No
4840-ORQXB,Mes a mes,No,Cheque electrónico,104.75,5841.35,No
7599-FKVXZ,Mes a mes,Sí,Transferencia bancaria (automática),106.15,4512.7,Sí
3982-DQLUS,Mes a mes,Sí,Cheque electrónico,85.75,5688.45,No
8610-ZIKJJ,Un año,No,Cheque por correo,20.3,31.9,No
3756-VNWDH,Un año,Sí,Cheque electrónico,100.75,6674.65,No
7801-KICAO,Mes a mes,Sí,Cheque electrónico,74.15,1345.75,No
7673-LPRNY,Un año,Sí,Cheque electrónico,78.55,1843.05,No
8229-TNIQA,Mes a mes,Sí,Cheque por correo,45.3,196.95,Sí
6769-DCQLI,Un año,Sí,Transferencia bancaria (automática),105.0,5426.85,Sí
