ID_cliente,Servicio_telefonico,Lineas_multiples,Servicio_internet,Seguridad_en_linea,Copia_seguridad,Proteccion_dispositivo,Soporte_tecnico,Streaming_TV,Streaming_peliculas
5854-KSRBJ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0365-BZUWY,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
4817-VYYWS,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
5701-SVCWR,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3129-AAQOU,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4922-CVPDX,Sí,No,DSL,No,Sí,Sí,No,Sí,Sí
1396-QWFBJ,Sí,No,Fibra óptica,No,Sí,No,No,No,No
1357-BIJKI,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
1099-BTKWT,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,Sí,Sí
5299-SJCZT,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
2018-PZKMU,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí
7340-KEFQE,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No
4570-QHXHL,Sí,No,DSL,No,No,No,No,No,No
2403-BCASL,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
7392-YYPYJ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
2898-LSJGD,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,Sí,Sí
2223-GDSHL,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
7359-PTSXY,Sí,No,DSL,No,No,No,No,No,No
9470-RTWDV,Sí,Sí,DSL,No,No,Sí,Sí,Sí,Sí
2176-OSJUV,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No
9348-YVOMK,Sí,No,DSL,No,No,No,No,No,No
8104-OSKWT,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
4521-YEEHE,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No
4090-KPJIP,Sí,Sí,Fibra óptica,No,No,No,No,No,No
3786-WOVKF,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí
4503-BDXBD,Sí,No,Fibra óptica,No,Sí,No,No,No,No
6086-ESGRL,Sí,No,Fibra óptica,No,No,No,No,No,Sí
2592-HODOV,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3886-CERTZ,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
7995-ZHHNZ,Sí,Sí,DSL,Sí,No,No,No,No,No
3824-RHKVR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5816-SCGFC,Sí,No,DSL,No,Sí,No,No,No,No
5989-AXPUC,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
4979-HPRFL,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8590-OHDIW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8015-IHCGW,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2332-TODQS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9278-VZKCD,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
8008-OTEZX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2773-OVBPK,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
5999-LCXAO,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No
5206-XZZQI,Sí,No,Fibra óptica,No,Sí,No,Sí,No,No
4803-LBYPN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5759-RCVCB,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No
6372-RFVNS,Sí,No,Fibra óptica,No,No,No,No,Sí,No
2139-FQHLM,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,No
8261-GWDBQ,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
1093-YSWCA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8938-UMKPI,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
0991-BRRFB,Sí,No,DSL,Sí,No,No,No,No,No
3882-IYOIJ,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
8749-TZYEC,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1755-FZQEC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3115-JPJDD,Sí,No,Fibra óptica,Sí,No,Sí,No,No,No
5600-KTXFM,Sí,No,Fibra óptica,No,No,No,No,No,No
3871-IKPYH,Sí,No,Fibra óptica,No,No,No,No,No,No
6319-IEJWJ,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
9025-AOMKI,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
6339-TBELP,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No
7964-YESJC,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No
6173-GOLSU,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
5275-SQEIZ,Sí,No,Fibra óptica,No,No,No,No,No,Sí
7716-YTYHG,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
9938-ZREHM,Sí,Sí,DSL,No,Sí,No,Sí,No,Sí
7950-XWOVN,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,No,No
4390-KYULV,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4647-MUZON,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
9702-AIUJO,Sí,No,DSL,No,No,No,No,No,No
8849-PRIQJ,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
8851-RAGOV,Sí,No,DSL,Sí,Sí,No,Sí,No,Sí
5315-CKEQK,Sí,Sí,DSL,No,No,No,No,No,No
1304-NECVQ,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
5396-IZEPB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1729-VLAZJ,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No
8285-ABVLB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0701-TJSEF,Sí,No,DSL,Sí,No,Sí,Sí,No,Sí
5712-VBOXD,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6629-LADHQ,Sí,No,DSL,Sí,No,No,No,No,No
8945-GRKHX,Sí,No,Fibra óptica,No,No,No,No,No,Sí
1559-DTODC,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
4797-MIWUM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6959-UWKHF,Sí,No,DSL,No,No,No,No,No,No
8720-RQSBJ,Sí,No,DSL,No,No,No,No,No,No
4537-CIBHB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3815-SLMEF,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No
5154-VEKBL,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
4324-AHJKS,Sí,No,DSL,Sí,No,Sí,No,No,No
4355-CVPVS,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
4495-LHSSK,Sí,Sí,DSL,Sí,No,No,No,No,No
5655-JSMZM,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
5915-ANOEI,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
9861-PDSZP,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
4505-EXZHB,Sí,No,Fibra óptica,No,No,Sí,No,No,No
7225-CBZPL,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
6704-UTUKK,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí
4587-VVTOX,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
2019-HDCZY,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
4652-NNHNY,Sí,Sí,Fibra óptica,No,No,No,No,No,No
8788-DOXSU,Sí,No,DSL,No,No,Sí,No,No,Sí
7404-JLKQG,Sí,No,DSL,No,No,Sí,No,Sí,No
7421-ZLUPA,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No
8972-HJWNV,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
3274-NSDWE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2632-IVXVF,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
3692-JHONH,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
8915-NNTRC,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí
5914-GXMDA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7463-IFMQU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2920-RNCEZ,Sí,No,Fibra óptica,No,No,No,No,No,No
2541-YGPKE,Sí,No,DSL,Sí,No,No,Sí,No,Sí
8515-OCTJS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5382-TEMLV,Sí,No,DSL,Sí,No,No,No,No,No
3441-CGZJH,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
9592-ERDKV,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí
2860-RANUS,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
5261-QSHQM,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
4778-IZARL,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
0432-CAJZV,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
7008-LZVOZ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8868-WOZGU,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
1200-TUZHR,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
9365-CSLBQ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1334-FJSVR,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
5884-FBCTL,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7130-CTCUS,Sí,No,DSL,Sí,Sí,No,No,No,No
6242-FEGFD,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No
7625-XCQRH,Sí,Sí,Fibra óptica,No,No,No,No,No,No
7356-IWLFW,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
6194-HBGQN,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
7634-WSWDB,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,Sí
6986-IXNDM,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
1731-TVIUK,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,Sí
2987-BJXIK,Sí,Sí,DSL,Sí,Sí,Sí,No,Sí,Sí
9769-TSBZE,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No
0406-BPDVR,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
0618-XWMSS,Sí,No,Fibra óptica,Sí,No,No,No,No,No
1395-WSWXR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3629-ZNKXA,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6023-GSSXW,Sí,No,DSL,No,Sí,No,No,No,Sí
6752-APNJL,Sí,No,DSL,Sí,Sí,No,No,No,No
5276-KQWHG,Sí,No,Fibra óptica,No,No,No,No,No,No
0420-HLGXF,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
7446-KQISO,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
9823-EALYC,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
0582-AVCLN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5803-NQJZO,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No
2565-JSLRY,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2607-DHDAK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1073-XXCZD,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0743-HRVFF,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí
4006-HKYHO,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí
3727-JEZTU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8143-ETQTI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0078-XZMHT,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
6689-KXGBO,Sí,No,DSL,No,Sí,No,No,No,No
9667-TKTVZ,Sí,Sí,DSL,No,No,No,Sí,No,No
3657-COGMW,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
8570-KLJYJ,Sí,Sí,DSL,Sí,No,No,No,No,No
7754-IXRMC,Sí,No,DSL,No,No,No,No,No,No
9473-CBZOP,Sí,Sí,DSL,Sí,No,Sí,No,No,No
2969-WGHQO,Sí,No,DSL,Sí,Sí,Sí,No,Sí,No
6615-NGGZJ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
4334-HOWRP,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí
4255-DDUOU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5863-OOKCL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1686-STUHN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1329-VHWNP,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
2984-MIIZL,Sí,No,Fibra óptica,No,No,Sí,No,No,No
0266-GMEAO,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
5590-YRFJT,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
5574-NXZIU,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
0019-GFNTW,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,No
4256-ZWTZI,Sí,No,DSL,No,No,No,Sí,No,No
8309-PPCED,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
4098-NAUKP,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No
5196-WPYOW,Sí,No,DSL,Sí,Sí,No,Sí,No,No
4608-LCIMN,Sí,No,DSL,No,No,No,No,No,No
1485-YDHMM,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,Sí
4054-CUMIA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0603-TPMIB,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2525-GVKQU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8161-QYMTT,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
9581-GVBXT,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,No
5862-BRIXZ,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
5404-GGUKR,Sí,No,DSL,No,Sí,No,No,No,No
0484-JPBRU,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3308-JSGML,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
2126-GSEGL,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
3677-TNKIO,Sí,No,Fibra óptica,No,No,No,No,No,No
0440-QEXBZ,Sí,Sí,DSL,No,No,No,No,No,No
2434-EEVDB,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,No
6762-QVYJO,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
6199-IWKGC,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí
2675-DHUTR,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
8152-VETUR,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
9667-EQRXU,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,No
7446-YPODE,Sí,Sí,DSL,Sí,Sí,No,No,No,No
9522-BNTHX,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,Sí,Sí
4676-WLUHT,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,No,Sí
3329-WDIOK,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,Sí
7980-MHFLQ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2873-ZLIWT,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No
3415-TAILE,Sí,No,DSL,No,No,No,No,Sí,Sí
0757-WCUUZ,Sí,Sí,DSL,No,No,Sí,No,No,Sí
1629-DQQVB,Sí,No,DSL,Sí,No,No,No,No,No
1915-IOFGU,Sí,No,Fibra óptica,No,No,No,No,No,No
3045-XETSH,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí
0374-AACSZ,Sí,No,DSL,Sí,No,No,No,No,No
7239-HZZCX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4872-VXRIL,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No
9140-CZQZZ,Sí,No,DSL,Sí,Sí,No,Sí,Sí,Sí
3423-HHXAO,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9938-TKDGL,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,Sí
0531-ZZJWQ,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6537-QLGEX,No,Sin servicio telefónico,DSL,Sí,No,No,No,Sí,No
2688-BHGOG,Sí,No,Fibra óptica,No,No,No,No,No,Sí
7683-CBDKJ,Sí,No,DSL,Sí,Sí,No,No,Sí,No
0946-CLJTI,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
3160-TYXLT,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,No,Sí
1325-USMEC,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No
0916-QOFDP,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
0628-CNQRM,Sí,No,DSL,Sí,No,Sí,Sí,Sí,No
5606-AMZBO,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
6199-IPCAO,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7665-TOALD,Sí,No,Fibra óptica,No,No,No,No,No,No
0112-QWPNC,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí
0324-BRPCJ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
2777-PHDEI,Sí,No,Fibra óptica,No,No,No,No,Sí,No
5640-CAXOA,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,Sí
2235-EZAIK,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
3847-BAERP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1196-AMORA,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4282-YMKNA,Sí,Sí,Fibra óptica,No,No,No,No,No,No
1453-RZFON,Sí,No,DSL,Sí,No,No,No,No,No
8263-OKETD,Sí,Sí,DSL,No,Sí,No,Sí,No,Sí
0670-KDOMA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2476-YGEFM,Sí,Sí,Fibra óptica,No,No,No,No,No,No
8687-BAFGU,Sí,No,Fibra óptica,No,No,No,Sí,No,No
0641-EVBOJ,Sí,No,Fibra óptica,Sí,No,No,Sí,No,No
0829-XXPLX,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,No
9974-JFBHQ,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí
5356-RHIPP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6624-JDRDS,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No
0608-JDVEC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9780-FKVVF,Sí,No,DSL,Sí,No,No,No,No,Sí
1919-RTPQD,Sí,No,DSL,No,No,No,No,No,No
5214-NLTIT,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí
3345-PBBFH,Sí,No,DSL,No,Sí,No,No,No,No
5055-BRMNE,Sí,Sí,Fibra óptica,Sí,No,No,Sí,Sí,Sí
9189-JWSHV,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
2190-PHBHR,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,Sí
2650-GYRYL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0746-JTRFU,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
5208-FVQKB,Sí,No,DSL,Sí,Sí,No,Sí,No,Sí
7184-LRUUR,Sí,No,DSL,No,Sí,Sí,No,Sí,No
6627-CFOSN,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,Sí
3982-JGSFD,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1574-DYCWE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7247-XOZPB,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,No
2466-FCCPT,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6211-WWLTF,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,Sí
4826-TZEVA,Sí,No,Fibra óptica,No,Sí,No,No,No,No
6016-NXBNJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9138-EFSMO,Sí,No,Fibra óptica,No,No,No,No,No,Sí
0576-WNXXC,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí
4632-XJMEX,Sí,No,DSL,Sí,Sí,No,Sí,No,No
8910-LEDAG,Sí,No,Fibra óptica,No,No,No,No,No,No
3452-GWUIN,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
2716-GFZOR,Sí,No,Fibra óptica,Sí,Sí,Sí,No,No,No
3724-UCSHY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8626-XHBIE,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4628-CTTLA,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,No
3192-LNKRK,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No
4439-YRNVD,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,No
2876-VBBBL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6834-NXDCA,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
2208-UGTGR,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
3005-TYFRD,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
8670-MEFCP,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
3079-BCHLN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2320-SLKMB,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,No
7777-UNYHB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5597-GLBUC,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No
7278-CKDNC,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
2748-MYRVK,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
8450-UYIBU,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,No
2969-VAPYH,Sí,No,DSL,Sí,Sí,No,Sí,No,No
4822-YCXMX,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
7181-OQCUT,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí
8474-UMLNT,Sí,No,DSL,Sí,Sí,No,Sí,No,Sí
9821-POOTN,Sí,Sí,Fibra óptica,No,No,No,No,No,No
